Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
6/5/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Lebanon,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Malaysia,2,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Mexico,5563,103,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Netherlands,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,New Zealand,11,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Nicaragua,5,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Norway,9,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Panama,173,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Paraguay,5,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Peru,47,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Philippines,29,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Poland,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Republic of Korea,41,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Romania,8,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Russia,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Singapore,12,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Spain,218,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Sweden,13,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Switzerland,10,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Thailand,8,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Turkey,8,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,United Kingdom,428,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,United States of America,11054,17,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Uruguay,15,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Venezuela,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Viet Nam,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/8/09,Australia,1051,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Austria,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Barbados,2,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Belgium,14,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Bolivia,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Brazil,35,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Canada,2115,3,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,"Cayman Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Chile,411,1,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,China,108,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Colombia,25,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Costa Rica,68,1,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Cuba,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Denmark,7,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Dominican Republic,44,1,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Ecuador,60,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Egypt,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,El Salvador,69,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Estonia,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Finland,4,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,France,58,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Germany,63,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Greece,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Guatemala,30,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Honduras,34,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Hungary,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Iceland,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,India,4,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Ireland,11,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Israel,54,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Italy,50,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Jamaica,4,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Japan,410,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Lebanon,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Malaysia,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Mexico,5717,106,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Netherlands,10,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,New Zealand,14,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Nicaragua,18,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Norway,9,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Panama,179,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Paraguay,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Peru,61,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Philippines,33,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Poland,5,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Republic of Korea,47,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Romania,9,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Russia,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Singapore,15,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Spain,291,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Sweden,14,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Switzerland,16,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Thailand,8,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Turkey,10,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,United Kingdom,557,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,United States of America,13217,27,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Uruguay,17,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Venezuela,4,0,https://www.who.int/csr/don/2009_06_08/en/
6/8/09,Viet Nam,9,0,https://www.who.int/csr/don/2009_06_08/en/
6/10/09,Argentina,235,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Australia,1224,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Austria,5,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Bahamas,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Barbados,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Belgium,14,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Bolivia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Brazil,36,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Canada,2446,4,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,"Cayman Islands, UKOT",1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Chile,1694,2,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,China,142,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Colombia,35,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Costa Rica,93,1,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Cuba,5,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Denmark,8,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Ecuador,60,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Egypt,8,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,El Salvador,69,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Estonia,4,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Finland,4,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,France,71,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Germany,78,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Greece,5,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Guatemala,60,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Honduras,89,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Hungary,3,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Iceland,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,India,4,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Ireland,12,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Israel,63,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Italy,50,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Jamaica,7,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Japan,485,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Lebanon,8,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Malaysia,5,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Mexico,5717,106,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Netherlands,22,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,New Zealand,23,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Nicaragua,29,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Norway,9,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Panama,221,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Paraguay,16,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Peru,64,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Philippines,54,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Poland,6,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Republic of Korea,48,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Romania,9,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Russia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Singapore,18,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Spain,331,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Sweden,16,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Switzerland,16,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Thailand,8,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Turkey,10,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,United Kingdom,666,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,United States of America,13217,27,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Uruguay,24,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Venezuela,12,0,https://www.who.int/csr/don/2009_06_10a/en/
6/10/09,Viet Nam,15,0,https://www.who.int/csr/don/2009_06_10a/en/
6/11/09,Argentina,256,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Australia,1307,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Austria,7,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Barbados,3,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Belgium,14,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Bolivia,5,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Brazil,40,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Canada,2446,4,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Chile,1694,2,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,China,174,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Colombia,35,1,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Cuba,5,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Denmark,10,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Ecuador,67,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Egypt,10,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,El Salvador,69,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Estonia,4,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Finland,4,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,France,73,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Germany,95,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Greece,7,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Guatemala,60,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Honduras,89,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Hungary,4,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Iceland,3,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,India,9,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Ireland,12,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Israel,68,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Italy,54,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Jamaica,10,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Japan,518,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Lebanon,8,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Malaysia,5,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Mexico,6241,108,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Netherlands,30,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,New Zealand,23,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Nicaragua,45,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Norway,13,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Panama,221,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Paraguay,25,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Peru,64,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Philippines,77,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Poland,7,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Republic of Korea,53,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Romania,11,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Russia,3,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Singapore,18,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Spain,357,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Sweden,19,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Switzerland,20,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Thailand,8,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Trinidad and Tobago,2,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Turkey,10,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,United Kingdom,822,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,United States of America,13217,27,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Uruguay,24,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Venezuela,13,0,https://www.who.int/csr/don/2009_06_11/en/
6/11/09,Viet Nam,16,0,https://www.who.int/csr/don/2009_06_11/en/
6/12/09,Argentina,343,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Australia,1307,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Austria,7,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Barbados,3,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Belgium,14,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Bolivia,5,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Brazil,52,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Canada,2978,4,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Chile,1694,2,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,China,188,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Colombia,35,1,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Cuba,6,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Denmark,11,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Dominican Republic,91,1,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Ecuador,67,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Egypt,10,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,El Salvador,69,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Estonia,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Finland,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,France,73,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Germany,95,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Greece,7,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Guatemala,74,1,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Honduras,89,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Hungary,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,India,9,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Ireland,12,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Israel,68,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Italy,56,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Jamaica,11,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Japan,549,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Lebanon,8,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Luxembourg,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Malaysia,5,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Mexico,6241,108,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Netherlands,35,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,New Zealand,27,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Nicaragua,56,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Norway,13,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Panama,221,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Paraguay,25,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Peru,79,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Philippines,77,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Poland,7,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Republic of Korea,53,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Romania,11,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Russia,3,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Saudi Arabia,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Singapore,18,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Slovakia,3,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Spain,488,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Sweden,19,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Switzerland,20,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Thailand,8,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Trinidad and Tobago,4,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Turkey,10,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Ukraine,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,United Arab Emirates,1,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,United Kingdom,822,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,United States of America,13217,27,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Uruguay,36,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Venezuela,25,0,https://www.who.int/csr/don/2009_06_12/en/
6/12/09,Viet Nam,23,0,https://www.who.int/csr/don/2009_06_12/en/
6/15/09,Argentina,343,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Australia,1823,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Austria,7,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Barbados,3,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Belgium,17,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Bolivia,7,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Brazil,54,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Bulgaria,2,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Canada,2978,4,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,"Cayman Islands, UKOT",2,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Chile,1694,2,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,China,318,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Colombia,42,1,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Costa Rica,104,1,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Cuba,6,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Czech Republic,4,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Denmark,12,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Dominica,1,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Dominican Republic,93,1,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Ecuador,80,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Egypt,18,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,El Salvador,95,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Estonia,4,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Finland,4,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,France,80,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Germany,170,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Greece,19,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Guatemala,119,1,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Honduras,89,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Hungary,4,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,Iceland,4,0,https://www.who.int/csr/don/2009_06_15/en/
6/15/09,India,16,0,https://www.who.int/csr/don/2009_06_15/en/
